[2026-08-21 16:03:18][INFO] 
------------------------ training training_args ------------------------
[2026-08-21 16:28:38][INFO] iteration      502/    1000 | consumed samples:        48192 | elapsed time per iteration (ms): 2504.8 | throughput (samples/sec/per_device): 4.791 | learning rate: 1.311424E-05 | global batch size:    96 | action loss: 1.474498E-01 | loss scale: 1.0 | grad norm: 0.578578 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:28:40][INFO] iteration      503/    1000 | consumed samples:        48288 | elapsed time per iteration (ms): 2450.8 | throughput (samples/sec/per_device): 4.896 | learning rate: 1.307616E-05 | global batch size:    96 | action loss: 1.732336E-01 | loss scale: 1.0 | grad norm: 0.614801 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:28:43][INFO] iteration      504/    1000 | consumed samples:        48384 | elapsed time per iteration (ms): 2662.4 | throughput (samples/sec/per_device): 4.507 | learning rate: 1.303808E-05 | global batch size:    96 | action loss: 1.435255E-01 | loss scale: 1.0 | grad norm: 0.560353 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:28:48][INFO] iteration      505/    1000 | consumed samples:        48480 | elapsed time per iteration (ms): 4876.6 | throughput (samples/sec/per_device): 2.461 | learning rate: 1.300000E-05 | global batch size:    96 | action loss: 1.832118E-01 | loss scale: 1.0 | grad norm: 0.582427 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:28:51][INFO] iteration      506/    1000 | consumed samples:        48576 | elapsed time per iteration (ms): 2757.4 | throughput (samples/sec/per_device): 4.352 | learning rate: 1.296192E-05 | global batch size:    96 | action loss: 1.490635E-01 | loss scale: 1.0 | grad norm: 0.542652 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:28:53][INFO] iteration      507/    1000 | consumed samples:        48672 | elapsed time per iteration (ms): 2868.9 | throughput (samples/sec/per_device): 4.183 | learning rate: 1.292384E-05 | global batch size:    96 | action loss: 1.691871E-01 | loss scale: 1.0 | grad norm: 0.536354 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:28:58][INFO] iteration      508/    1000 | consumed samples:        48768 | elapsed time per iteration (ms): 4569.3 | throughput (samples/sec/per_device): 2.626 | learning rate: 1.288576E-05 | global batch size:    96 | action loss: 1.804318E-01 | loss scale: 1.0 | grad norm: 0.596927 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:01][INFO] iteration      509/    1000 | consumed samples:        48864 | elapsed time per iteration (ms): 3434.2 | throughput (samples/sec/per_device): 3.494 | learning rate: 1.284768E-05 | global batch size:    96 | action loss: 1.814860E-01 | loss scale: 1.0 | grad norm: 0.729370 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:05][INFO] iteration      510/    1000 | consumed samples:        48960 | elapsed time per iteration (ms): 3360.2 | throughput (samples/sec/per_device): 3.571 | learning rate: 1.280961E-05 | global batch size:    96 | action loss: 1.492493E-01 | loss scale: 1.0 | grad norm: 0.588071 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:09][INFO] iteration      511/    1000 | consumed samples:        49056 | elapsed time per iteration (ms): 4298.7 | throughput (samples/sec/per_device): 2.792 | learning rate: 1.277153E-05 | global batch size:    96 | action loss: 1.611105E-01 | loss scale: 1.0 | grad norm: 0.602728 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:11][INFO] iteration      512/    1000 | consumed samples:        49152 | elapsed time per iteration (ms): 2381.0 | throughput (samples/sec/per_device): 5.040 | learning rate: 1.273346E-05 | global batch size:    96 | action loss: 1.872676E-01 | loss scale: 1.0 | grad norm: 0.595594 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:14][INFO] iteration      513/    1000 | consumed samples:        49248 | elapsed time per iteration (ms): 2543.9 | throughput (samples/sec/per_device): 4.717 | learning rate: 1.269539E-05 | global batch size:    96 | action loss: 1.703615E-01 | loss scale: 1.0 | grad norm: 0.609812 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:16][INFO] iteration      514/    1000 | consumed samples:        49344 | elapsed time per iteration (ms): 2433.7 | throughput (samples/sec/per_device): 4.931 | learning rate: 1.265733E-05 | global batch size:    96 | action loss: 1.674498E-01 | loss scale: 1.0 | grad norm: 0.643907 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:21][INFO] iteration      515/    1000 | consumed samples:        49440 | elapsed time per iteration (ms): 4400.8 | throughput (samples/sec/per_device): 2.727 | learning rate: 1.261926E-05 | global batch size:    96 | action loss: 1.614816E-01 | loss scale: 1.0 | grad norm: 0.705475 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:23][INFO] iteration      516/    1000 | consumed samples:        49536 | elapsed time per iteration (ms): 2207.7 | throughput (samples/sec/per_device): 5.435 | learning rate: 1.258121E-05 | global batch size:    96 | action loss: 2.077206E-01 | loss scale: 1.0 | grad norm: 0.695600 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:26][INFO] iteration      517/    1000 | consumed samples:        49632 | elapsed time per iteration (ms): 2685.4 | throughput (samples/sec/per_device): 4.469 | learning rate: 1.254315E-05 | global batch size:    96 | action loss: 1.845756E-01 | loss scale: 1.0 | grad norm: 0.655570 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:29][INFO] iteration      518/    1000 | consumed samples:        49728 | elapsed time per iteration (ms): 3612.2 | throughput (samples/sec/per_device): 3.322 | learning rate: 1.250510E-05 | global batch size:    96 | action loss: 1.697564E-01 | loss scale: 1.0 | grad norm: 0.646825 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:33][INFO] iteration      519/    1000 | consumed samples:        49824 | elapsed time per iteration (ms): 3330.2 | throughput (samples/sec/per_device): 3.603 | learning rate: 1.246706E-05 | global batch size:    96 | action loss: 1.609845E-01 | loss scale: 1.0 | grad norm: 0.618658 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:35][INFO] iteration      520/    1000 | consumed samples:        49920 | elapsed time per iteration (ms): 2624.0 | throughput (samples/sec/per_device): 4.573 | learning rate: 1.242902E-05 | global batch size:    96 | action loss: 1.614454E-01 | loss scale: 1.0 | grad norm: 0.618725 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:35][INFO] max time across ranks (ms):
    forward-backward................................: 2493.61
    forward-compute.................................: 1055.65
    backward-compute................................: 2216.98
    batch-generator.................................: 2.13
    nan-grad-cleanup................................: 13.06
    grad-clip.......................................: 32.90
    optimizer.......................................: 83.41
    optimizer-inner-step............................: 83.27
    optimizer-scheduler-step........................: 0.05
    optimizer-zero-grad.............................: 0.44
[2026-08-21 16:29:38][INFO] iteration      521/    1000 | consumed samples:        50016 | elapsed time per iteration (ms): 2568.8 | throughput (samples/sec/per_device): 4.672 | learning rate: 1.239098E-05 | global batch size:    96 | action loss: 1.500643E-01 | loss scale: 1.0 | grad norm: 0.612067 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:38][INFO] PowerSGDPlusState restart: iter=420 compressed_iter=400 method=approximate rank=1
[2026-08-21 16:29:46][INFO] iteration      522/    1000 | consumed samples:        50112 | elapsed time per iteration (ms): 8208.3 | throughput (samples/sec/per_device): 1.462 | learning rate: 1.235296E-05 | global batch size:    96 | action loss: 1.461035E-01 | loss scale: 1.0 | grad norm: 0.648658 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:50][INFO] iteration      523/    1000 | consumed samples:        50208 | elapsed time per iteration (ms): 3560.8 | throughput (samples/sec/per_device): 3.370 | learning rate: 1.231493E-05 | global batch size:    96 | action loss: 1.900988E-01 | loss scale: 1.0 | grad norm: 0.580777 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:55][INFO] iteration      524/    1000 | consumed samples:        50304 | elapsed time per iteration (ms): 5437.3 | throughput (samples/sec/per_device): 2.207 | learning rate: 1.227692E-05 | global batch size:    96 | action loss: 1.509073E-01 | loss scale: 1.0 | grad norm: 0.576393 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:29:57][INFO] iteration      525/    1000 | consumed samples:        50400 | elapsed time per iteration (ms): 2047.4 | throughput (samples/sec/per_device): 5.861 | learning rate: 1.223891E-05 | global batch size:    96 | action loss: 1.731975E-01 | loss scale: 1.0 | grad norm: 0.598796 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:00][INFO] iteration      526/    1000 | consumed samples:        50496 | elapsed time per iteration (ms): 2429.9 | throughput (samples/sec/per_device): 4.938 | learning rate: 1.220091E-05 | global batch size:    96 | action loss: 1.586008E-01 | loss scale: 1.0 | grad norm: 0.590292 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:02][INFO] iteration      527/    1000 | consumed samples:        50592 | elapsed time per iteration (ms): 2197.6 | throughput (samples/sec/per_device): 5.461 | learning rate: 1.216292E-05 | global batch size:    96 | action loss: 1.617413E-01 | loss scale: 1.0 | grad norm: 0.609090 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:09][INFO] iteration      528/    1000 | consumed samples:        50688 | elapsed time per iteration (ms): 6849.2 | throughput (samples/sec/per_device): 1.752 | learning rate: 1.212494E-05 | global batch size:    96 | action loss: 1.714365E-01 | loss scale: 1.0 | grad norm: 0.589874 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:11][INFO] iteration      529/    1000 | consumed samples:        50784 | elapsed time per iteration (ms): 2721.0 | throughput (samples/sec/per_device): 4.410 | learning rate: 1.208697E-05 | global batch size:    96 | action loss: 1.721267E-01 | loss scale: 1.0 | grad norm: 0.605005 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:14][INFO] iteration      530/    1000 | consumed samples:        50880 | elapsed time per iteration (ms): 2504.0 | throughput (samples/sec/per_device): 4.792 | learning rate: 1.204900E-05 | global batch size:    96 | action loss: 2.006177E-01 | loss scale: 1.0 | grad norm: 0.660005 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:18][INFO] iteration      531/    1000 | consumed samples:        50976 | elapsed time per iteration (ms): 4545.0 | throughput (samples/sec/per_device): 2.640 | learning rate: 1.201105E-05 | global batch size:    96 | action loss: 1.647050E-01 | loss scale: 1.0 | grad norm: 0.674877 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:21][INFO] iteration      532/    1000 | consumed samples:        51072 | elapsed time per iteration (ms): 2646.8 | throughput (samples/sec/per_device): 4.534 | learning rate: 1.197310E-05 | global batch size:    96 | action loss: 1.890599E-01 | loss scale: 1.0 | grad norm: 0.682916 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:24][INFO] iteration      533/    1000 | consumed samples:        51168 | elapsed time per iteration (ms): 2440.5 | throughput (samples/sec/per_device): 4.917 | learning rate: 1.193516E-05 | global batch size:    96 | action loss: 1.644104E-01 | loss scale: 1.0 | grad norm: 0.610271 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:27][INFO] iteration      534/    1000 | consumed samples:        51264 | elapsed time per iteration (ms): 3710.0 | throughput (samples/sec/per_device): 3.235 | learning rate: 1.189724E-05 | global batch size:    96 | action loss: 1.453241E-01 | loss scale: 1.0 | grad norm: 0.593547 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:30][INFO] iteration      535/    1000 | consumed samples:        51360 | elapsed time per iteration (ms): 3246.3 | throughput (samples/sec/per_device): 3.697 | learning rate: 1.185933E-05 | global batch size:    96 | action loss: 1.621410E-01 | loss scale: 1.0 | grad norm: 0.570990 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:33][INFO] iteration      536/    1000 | consumed samples:        51456 | elapsed time per iteration (ms): 2732.2 | throughput (samples/sec/per_device): 4.392 | learning rate: 1.182143E-05 | global batch size:    96 | action loss: 1.636402E-01 | loss scale: 1.0 | grad norm: 0.586928 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:36][INFO] iteration      537/    1000 | consumed samples:        51552 | elapsed time per iteration (ms): 2624.6 | throughput (samples/sec/per_device): 4.572 | learning rate: 1.178354E-05 | global batch size:    96 | action loss: 1.865506E-01 | loss scale: 1.0 | grad norm: 0.608118 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:41][INFO] iteration      538/    1000 | consumed samples:        51648 | elapsed time per iteration (ms): 5330.4 | throughput (samples/sec/per_device): 2.251 | learning rate: 1.174566E-05 | global batch size:    96 | action loss: 1.660327E-01 | loss scale: 1.0 | grad norm: 0.622835 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:44][INFO] iteration      539/    1000 | consumed samples:        51744 | elapsed time per iteration (ms): 2622.6 | throughput (samples/sec/per_device): 4.576 | learning rate: 1.170779E-05 | global batch size:    96 | action loss: 1.653659E-01 | loss scale: 1.0 | grad norm: 0.626060 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:46][INFO] iteration      540/    1000 | consumed samples:        51840 | elapsed time per iteration (ms): 2243.0 | throughput (samples/sec/per_device): 5.350 | learning rate: 1.166994E-05 | global batch size:    96 | action loss: 1.631797E-01 | loss scale: 1.0 | grad norm: 0.596966 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:46][INFO] max time across ranks (ms):
    forward-backward................................: 2100.32
    forward-compute.................................: 276.01
    backward-compute................................: 1822.99
    batch-generator.................................: 1.60
    nan-grad-cleanup................................: 15.05
    grad-clip.......................................: 40.03
    optimizer.......................................: 96.71
    optimizer-inner-step............................: 96.61
    optimizer-scheduler-step........................: 0.06
    optimizer-zero-grad.............................: 0.72
[2026-08-21 16:30:50][INFO] iteration      541/    1000 | consumed samples:        51936 | elapsed time per iteration (ms): 4173.0 | throughput (samples/sec/per_device): 2.876 | learning rate: 1.163210E-05 | global batch size:    96 | action loss: 1.527699E-01 | loss scale: 1.0 | grad norm: 0.568229 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:53][INFO] iteration      542/    1000 | consumed samples:        52032 | elapsed time per iteration (ms): 3295.1 | throughput (samples/sec/per_device): 3.642 | learning rate: 1.159428E-05 | global batch size:    96 | action loss: 1.704795E-01 | loss scale: 1.0 | grad norm: 0.574011 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:56][INFO] iteration      543/    1000 | consumed samples:        52128 | elapsed time per iteration (ms): 2965.0 | throughput (samples/sec/per_device): 4.047 | learning rate: 1.155647E-05 | global batch size:    96 | action loss: 1.568312E-01 | loss scale: 1.0 | grad norm: 0.560145 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:30:59][INFO] iteration      544/    1000 | consumed samples:        52224 | elapsed time per iteration (ms): 2856.6 | throughput (samples/sec/per_device): 4.201 | learning rate: 1.151867E-05 | global batch size:    96 | action loss: 1.628716E-01 | loss scale: 1.0 | grad norm: 0.600757 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:04][INFO] iteration      545/    1000 | consumed samples:        52320 | elapsed time per iteration (ms): 4474.4 | throughput (samples/sec/per_device): 2.682 | learning rate: 1.148089E-05 | global batch size:    96 | action loss: 1.629185E-01 | loss scale: 1.0 | grad norm: 0.630726 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:06][INFO] iteration      546/    1000 | consumed samples:        52416 | elapsed time per iteration (ms): 2298.2 | throughput (samples/sec/per_device): 5.221 | learning rate: 1.144312E-05 | global batch size:    96 | action loss: 1.457964E-01 | loss scale: 1.0 | grad norm: 0.568502 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:10][INFO] iteration      547/    1000 | consumed samples:        52512 | elapsed time per iteration (ms): 4377.0 | throughput (samples/sec/per_device): 2.742 | learning rate: 1.140537E-05 | global batch size:    96 | action loss: 1.741083E-01 | loss scale: 1.0 | grad norm: 0.529919 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:15][INFO] iteration      548/    1000 | consumed samples:        52608 | elapsed time per iteration (ms): 4819.4 | throughput (samples/sec/per_device): 2.490 | learning rate: 1.136764E-05 | global batch size:    96 | action loss: 1.535381E-01 | loss scale: 1.0 | grad norm: 0.553116 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:18][INFO] iteration      549/    1000 | consumed samples:        52704 | elapsed time per iteration (ms): 2808.5 | throughput (samples/sec/per_device): 4.273 | learning rate: 1.132992E-05 | global batch size:    96 | action loss: 1.954846E-01 | loss scale: 1.0 | grad norm: 0.616433 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:21][INFO] iteration      550/    1000 | consumed samples:        52800 | elapsed time per iteration (ms): 3011.1 | throughput (samples/sec/per_device): 3.985 | learning rate: 1.129222E-05 | global batch size:    96 | action loss: 1.541807E-01 | loss scale: 1.0 | grad norm: 0.583737 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:26][INFO] iteration      551/    1000 | consumed samples:        52896 | elapsed time per iteration (ms): 5327.5 | throughput (samples/sec/per_device): 2.252 | learning rate: 1.125454E-05 | global batch size:    96 | action loss: 1.668624E-01 | loss scale: 1.0 | grad norm: 0.641599 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:29][INFO] iteration      552/    1000 | consumed samples:        52992 | elapsed time per iteration (ms): 2945.9 | throughput (samples/sec/per_device): 4.073 | learning rate: 1.121687E-05 | global batch size:    96 | action loss: 1.419963E-01 | loss scale: 1.0 | grad norm: 0.641180 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:32][INFO] iteration      553/    1000 | consumed samples:        53088 | elapsed time per iteration (ms): 3066.5 | throughput (samples/sec/per_device): 3.913 | learning rate: 1.117922E-05 | global batch size:    96 | action loss: 1.545737E-01 | loss scale: 1.0 | grad norm: 0.575982 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:37][INFO] iteration      554/    1000 | consumed samples:        53184 | elapsed time per iteration (ms): 4688.4 | throughput (samples/sec/per_device): 2.560 | learning rate: 1.114159E-05 | global batch size:    96 | action loss: 1.567010E-01 | loss scale: 1.0 | grad norm: 0.633475 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:39][INFO] iteration      555/    1000 | consumed samples:        53280 | elapsed time per iteration (ms): 2176.8 | throughput (samples/sec/per_device): 5.513 | learning rate: 1.110398E-05 | global batch size:    96 | action loss: 1.545730E-01 | loss scale: 1.0 | grad norm: 0.615695 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:42][INFO] iteration      556/    1000 | consumed samples:        53376 | elapsed time per iteration (ms): 3103.1 | throughput (samples/sec/per_device): 3.867 | learning rate: 1.106639E-05 | global batch size:    96 | action loss: 1.425728E-01 | loss scale: 1.0 | grad norm: 0.601754 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:47][INFO] iteration      557/    1000 | consumed samples:        53472 | elapsed time per iteration (ms): 4321.8 | throughput (samples/sec/per_device): 2.777 | learning rate: 1.102882E-05 | global batch size:    96 | action loss: 1.514917E-01 | loss scale: 1.0 | grad norm: 0.597169 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:51][INFO] iteration      558/    1000 | consumed samples:        53568 | elapsed time per iteration (ms): 3841.1 | throughput (samples/sec/per_device): 3.124 | learning rate: 1.099127E-05 | global batch size:    96 | action loss: 1.549983E-01 | loss scale: 1.0 | grad norm: 0.599512 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:54][INFO] iteration      559/    1000 | consumed samples:        53664 | elapsed time per iteration (ms): 2916.4 | throughput (samples/sec/per_device): 4.115 | learning rate: 1.095373E-05 | global batch size:    96 | action loss: 1.614769E-01 | loss scale: 1.0 | grad norm: 0.571398 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:58][INFO] iteration      560/    1000 | consumed samples:        53760 | elapsed time per iteration (ms): 4255.4 | throughput (samples/sec/per_device): 2.820 | learning rate: 1.091622E-05 | global batch size:    96 | action loss: 1.789292E-01 | loss scale: 1.0 | grad norm: 0.557732 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:31:58][INFO] max time across ranks (ms):
    forward-backward................................: 4125.52
    forward-compute.................................: 1049.21
    backward-compute................................: 3845.46
    batch-generator.................................: 1.49
    nan-grad-cleanup................................: 13.63
    grad-clip.......................................: 32.45
    optimizer.......................................: 85.16
    optimizer-inner-step............................: 85.06
    optimizer-scheduler-step........................: 0.08
    optimizer-zero-grad.............................: 0.92
[2026-08-21 16:32:01][INFO] iteration      561/    1000 | consumed samples:        53856 | elapsed time per iteration (ms): 3594.4 | throughput (samples/sec/per_device): 3.339 | learning rate: 1.087873E-05 | global batch size:    96 | action loss: 1.535397E-01 | loss scale: 1.0 | grad norm: 0.566307 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:04][INFO] iteration      562/    1000 | consumed samples:        53952 | elapsed time per iteration (ms): 3014.5 | throughput (samples/sec/per_device): 3.981 | learning rate: 1.084126E-05 | global batch size:    96 | action loss: 1.485229E-01 | loss scale: 1.0 | grad norm: 0.554491 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:07][INFO] iteration      563/    1000 | consumed samples:        54048 | elapsed time per iteration (ms): 2813.9 | throughput (samples/sec/per_device): 4.265 | learning rate: 1.080381E-05 | global batch size:    96 | action loss: 1.579318E-01 | loss scale: 1.0 | grad norm: 0.546773 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:13][INFO] iteration      564/    1000 | consumed samples:        54144 | elapsed time per iteration (ms): 5453.0 | throughput (samples/sec/per_device): 2.201 | learning rate: 1.076639E-05 | global batch size:    96 | action loss: 1.539283E-01 | loss scale: 1.0 | grad norm: 0.546199 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:16][INFO] iteration      565/    1000 | consumed samples:        54240 | elapsed time per iteration (ms): 3312.0 | throughput (samples/sec/per_device): 3.623 | learning rate: 1.072899E-05 | global batch size:    96 | action loss: 1.833567E-01 | loss scale: 1.0 | grad norm: 0.556106 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:18][INFO] iteration      566/    1000 | consumed samples:        54336 | elapsed time per iteration (ms): 2438.2 | throughput (samples/sec/per_device): 4.922 | learning rate: 1.069160E-05 | global batch size:    96 | action loss: 1.668850E-01 | loss scale: 1.0 | grad norm: 0.576964 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:23][INFO] iteration      567/    1000 | consumed samples:        54432 | elapsed time per iteration (ms): 4676.2 | throughput (samples/sec/per_device): 2.566 | learning rate: 1.065425E-05 | global batch size:    96 | action loss: 1.681610E-01 | loss scale: 1.0 | grad norm: 0.635603 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:26][INFO] iteration      568/    1000 | consumed samples:        54528 | elapsed time per iteration (ms): 3172.5 | throughput (samples/sec/per_device): 3.783 | learning rate: 1.061691E-05 | global batch size:    96 | action loss: 1.581682E-01 | loss scale: 1.0 | grad norm: 0.562118 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:29][INFO] iteration      569/    1000 | consumed samples:        54624 | elapsed time per iteration (ms): 2923.6 | throughput (samples/sec/per_device): 4.105 | learning rate: 1.057961E-05 | global batch size:    96 | action loss: 1.373500E-01 | loss scale: 1.0 | grad norm: 0.530174 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:34][INFO] iteration      570/    1000 | consumed samples:        54720 | elapsed time per iteration (ms): 5223.0 | throughput (samples/sec/per_device): 2.298 | learning rate: 1.054232E-05 | global batch size:    96 | action loss: 1.470971E-01 | loss scale: 1.0 | grad norm: 0.557784 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:37][INFO] iteration      571/    1000 | consumed samples:        54816 | elapsed time per iteration (ms): 2244.7 | throughput (samples/sec/per_device): 5.346 | learning rate: 1.050506E-05 | global batch size:    96 | action loss: 1.601467E-01 | loss scale: 1.0 | grad norm: 0.587534 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:37][INFO] PowerSGDPlusState restart: iter=470 compressed_iter=450 method=approximate rank=1
[2026-08-21 16:32:45][INFO] iteration      572/    1000 | consumed samples:        54912 | elapsed time per iteration (ms): 8563.3 | throughput (samples/sec/per_device): 1.401 | learning rate: 1.046782E-05 | global batch size:    96 | action loss: 1.747454E-01 | loss scale: 1.0 | grad norm: 0.676731 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:49][INFO] iteration      573/    1000 | consumed samples:        55008 | elapsed time per iteration (ms): 3536.3 | throughput (samples/sec/per_device): 3.393 | learning rate: 1.043061E-05 | global batch size:    96 | action loss: 1.605348E-01 | loss scale: 1.0 | grad norm: 0.580753 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:52][INFO] iteration      574/    1000 | consumed samples:        55104 | elapsed time per iteration (ms): 3525.7 | throughput (samples/sec/per_device): 3.404 | learning rate: 1.039343E-05 | global batch size:    96 | action loss: 1.849960E-01 | loss scale: 1.0 | grad norm: 0.621351 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:57][INFO] iteration      575/    1000 | consumed samples:        55200 | elapsed time per iteration (ms): 4229.2 | throughput (samples/sec/per_device): 2.837 | learning rate: 1.035627E-05 | global batch size:    96 | action loss: 1.577596E-01 | loss scale: 1.0 | grad norm: 0.647530 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:32:59][INFO] iteration      576/    1000 | consumed samples:        55296 | elapsed time per iteration (ms): 2496.0 | throughput (samples/sec/per_device): 4.808 | learning rate: 1.031914E-05 | global batch size:    96 | action loss: 1.598890E-01 | loss scale: 1.0 | grad norm: 0.575376 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:01][INFO] iteration      577/    1000 | consumed samples:        55392 | elapsed time per iteration (ms): 2253.1 | throughput (samples/sec/per_device): 5.326 | learning rate: 1.028204E-05 | global batch size:    96 | action loss: 1.694179E-01 | loss scale: 1.0 | grad norm: 0.558799 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:04][INFO] iteration      578/    1000 | consumed samples:        55488 | elapsed time per iteration (ms): 2894.1 | throughput (samples/sec/per_device): 4.146 | learning rate: 1.024496E-05 | global batch size:    96 | action loss: 1.525480E-01 | loss scale: 1.0 | grad norm: 0.608616 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:09][INFO] iteration      579/    1000 | consumed samples:        55584 | elapsed time per iteration (ms): 4603.2 | throughput (samples/sec/per_device): 2.607 | learning rate: 1.020791E-05 | global batch size:    96 | action loss: 1.694786E-01 | loss scale: 1.0 | grad norm: 0.666245 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:12][INFO] iteration      580/    1000 | consumed samples:        55680 | elapsed time per iteration (ms): 2771.1 | throughput (samples/sec/per_device): 4.330 | learning rate: 1.017089E-05 | global batch size:    96 | action loss: 1.601992E-01 | loss scale: 1.0 | grad norm: 0.704499 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:33:12][INFO] max time across ranks (ms):
    forward-backward................................: 2640.15
    forward-compute.................................: 1124.51
